"file","org.sf","distance","format","sound","noise","SNR","TSR","blur_ratio","k","annotation_time","T_start","T_end","high_freq_bp","low_freq_bp","comments","TSR size","excess_attenuation","sound.files","source","SNR.bRlho","TSR.bRlho","blur_ratio.bRlho","excess_attenuation.bRlho"
"200303-010_100m","200303-007",10,"Full recording",2,1.4,34.6,-17.2,0.092,0.13,1899-12-31 00:09:00,1899-12-31 04:38:00,1899-12-31 04:47:00,7875,8805,NA,NA,40.4710832371978,"200303-007.wav_2","sigpro",40.582685413754,-23.8164029199318,0.135391771090189,40.0705008394966
"200303-010_100m","200303-007",10,"Full recording",3,7,28,NA,0.097,0.27,1899-12-31 00:08:00,1899-12-31 04:49:00,1899-12-31 04:57:00,3208,4069,NA,NA,25.8533330663419,"200303-007.wav_3","sigpro",35.5545584548483,-24.2895133604696,0.140582433526891,25.551918901058
"200303-010_100m","200303-007",10,"Full recording",4,13.4,19.9,NA,0.373,1.53,1899-12-31 00:11:00,1899-12-31 07:35:00,1899-12-31 07:46:00,422,1223,NA,NA,-8.83868804142022,"200303-007.wav_4","sigpro",19.6723120447993,-21.5991572383432,0.109604881736261,17.3198784956124
"200303-010_100m","200303-007",10,"Full recording",5,1,43.9,-29.9,0.039,0.29,1899-12-31 00:05:00,1899-12-31 07:48:00,1899-12-31 07:53:00,6905,7917,NA,NA,24.424153786699,"200303-007.wav_5","sigpro",44.9269786105857,-26.3487428802417,0.106866224054666,23.739740803373
"200303-010_100m","200303-007",10,"Full recording",6,0.8,35.6,-24.1,0.173,0.042,1899-12-31 00:09:00,1899-12-31 08:01:00,1899-12-31 08:10:00,8417,9416,NA,NA,63.068379880642,"200303-007.wav_6","sigpro",38.1666059590531,-24.1304087898734,0.266423080759581,43.5844867168725
"200303-010_100m","200303-007",10,"Full recording",7,3.6,31.3,-22.8,NA,0.206,1899-12-31 00:09:00,1899-12-31 08:21:00,1899-12-31 08:30:00,4171,4839,NA,NA,31.2642488705178,"200303-007.wav_7","sigpro",41.6004445091858,-18.2071242318213,0.16050376148346,31.6876358844529
"200303-010_100m","200303-007",10,"Full recording",8,18.2,28.3,NA,0.02,0.21,1899-12-31 00:05:00,1899-12-31 08:47:00,1899-12-31 08:52:00,2097,2961,NA,NA,30.87962163196,"200303-007.wav_8","sigpro",41.9576482859282,-29.9381006959572,0.0812932806030386,30.3618112195327
"200303-010_100m","200303-007",10,"Full recording",9,0.8,23.4,NA,0.347,0.019,1899-12-31 00:23:00,1899-12-31 08:52:00,1899-12-31 09:15:00,9181,10033,NA,NA,78.9329926629806,"200303-007.wav_9","sigpro",29.2143024055218,-25.6767875547349,0.175944535848879,57.3569314078092
"200303-010_100m","200303-007",10,"Full recording",10,6.5,32.3,NA,0.035,0.17,1899-12-31 00:13:00,1899-12-31 06:12:00,1899-12-31 06:25:00,1849,2506,NA,NA,35.1058035053042,"200303-007.wav_10","sigpro",43.6876393830516,-31.2141458146894,0.109748954299923,37.0965563970886
"200303-010_100m","200303-007",10,"Full recording",11,1.3,36.7,-22.6,0.1,0.09,1899-12-31 00:06:00,1899-12-31 06:42:00,1899-12-31 06:48:00,5632,6830,NA,NA,47.8255788397041,"200303-007.wav_11","sigpro",40.2339830550185,-21.3384609778871,0.123940067781789,44.3449403289437
"200303-010_100m","200303-007",10,"Full recording",12,8.5,35.1,-30.9,0.039,0.113,1899-12-31 00:20:00,1899-12-31 07:16:00,1899-12-31 07:36:00,1474,2550,NA,NA,43.2740158720626,"200303-007.wav_12","sigpro",30.5458678616105,-29.7834555713775,0.102970677454276,43.0096606606643
"200303-010_100m","200303-007",10,"Full recording",13,2.3,19.2,NA,0.062,0.07,1899-12-31 00:20:00,1899-12-31 08:24:00,1899-12-31 08:44:00,9598,10233,NA,NA,52.8518674053222,"200303-007.wav_13","sigpro",38.3977342641771,-19.7180118634908,0.116218778478573,52.3195701717567
"200303-010_100m","200303-007",10,"Full recording",14,2.2,34.2,-27,0.06,0.07,1899-12-31 00:09:00,1899-12-31 09:28:00,1899-12-31 09:37:00,7317,8141,NA,NA,52.8518674053222,"200303-007.wav_14","sigpro",43.3941435091484,-27.7088804284716,0.104669098021557,51.8387231159011
"200303-010_100m","200303-007",10,"Full recording",15,51,14.2,-22.7,0.148,0.13,1899-12-31 00:12:00,1899-12-31 09:58:00,1899-12-31 10:10:00,100,810,NA,NA,40.4710832371978,"200303-007.wav_15","sigpro",14.9926940272248,-14.7023867768607,0.153593243823819,42.8694127120578
"200303-010_100m","200303-007",10,"Full recording",16,1.3,33.6,-19.5,0.015,0.115,1899-12-31 00:11:00,1899-12-31 10:10:00,1899-12-31 10:21:00,5396,6152,NA,NA,42.9231296790444,"200303-007.wav_16","sigpro",38.363309497588,-19.0587320972582,0.157234094898441,43.8116381159122
"200303-010_100m","200303-007",10,"Full recording",17,1.8,27.1,-24.2,0.046,0.74,1899-12-31 00:05:00,1899-12-31 10:21:00,1899-12-31 10:26:00,9435,10377,NA,NA,5.6887685223451,"200303-007.wav_17","sigpro",39.5148734771388,-28.8133266938038,0.0973403463770547,51.6315426910525
"200303-010_100m","200303-007",10,"Full recording",18,10.8,31.7,-34.6,0.03,0.107,1899-12-31 00:05:00,1899-12-31 10:26:00,1899-12-31 10:31:00,1230,2525,NA,NA,44.3651955570713,"200303-007.wav_18","sigpro",30.4388350148612,-29.6956445398069,0.0859961376914098,43.5943106336726
"200303-010_100m","200303-007",10,"Full recording",19,23.1,27.9,NA,0.026,0.128,1899-12-31 00:06:00,1899-12-31 10:31:00,1899-12-31 10:37:00,836,1646,NA,NA,40.7811669679171,"200303-007.wav_19","sigpro",25.8448035746264,-24.6263900494121,0.087309329809965,40.6823966306865
"200303-010_100m","200303-007",10,"Full recording",20,3.7,29.4,-25.6,NA,0.083,1899-12-31 00:05:00,1899-12-31 10:37:00,1899-12-31 10:42:00,5718,7372,NA,NA,49.4449600903774,"200303-007.wav_20","sigpro",33.7254315317824,-23.3379008826864,0.114937674658695,49.0283589111652
"200303-010_100m","200303-007",10,"Full recording",21,1.6,37.3,-17.6,0.12,0.075,1899-12-31 00:07:00,1899-12-31 10:42:00,1899-12-31 10:49:00,4792,5287,NA,NA,51.4720099755832,"200303-007.wav_21","sigpro",35.4325931898196,-21.0829161463023,0.152816237759078,48.1045377797583
"200303-010_100m","200303-009",30,"Full recording",2,1.4,26.8,-14.8,0.342,0.02,1899-12-31 00:19:00,1899-12-31 08:13:00,1899-12-31 08:32:00,7875,8805,NA,NA,78.1370118327008,"200303-009.wav_2","sigpro",11.5311332223146,-12.9266622880682,0.181672694660715,86.3779645152462
"200303-010_100m","200303-009",30,"Full recording",3,10.3,14.3,-12.6,0.323,0.049,1899-12-31 00:13:00,1899-12-31 08:32:00,1899-12-31 08:45:00,3208,4069,NA,NA,60.2152513415681,"200303-009.wav_3","sigpro",17.3811880008223,-10.9476549872846,0.18966673113926,66.5124500934883
"200303-010_100m","200303-009",30,"Full recording",4,22.8,21.7,-4.9,0.315,0.045,1899-12-31 00:15:00,1899-12-31 08:45:00,1899-12-31 09:00:00,422,1223,NA,NA,61.9184075083743,"200303-009.wav_4","sigpro",10.7563485317432,-10.4150737631093,0.177325391824128,46.9784649692719
"200303-010_100m","200303-009",30,"Full recording",5,2.9,19.9,-14.7,0.296,0.05,1899-12-31 00:10:00,1899-12-31 08:47:00,1899-12-31 08:57:00,6905,7917,NA,NA,59.8111971952177,"200303-009.wav_5","sigpro",7.58870028304463,-10.0511486522731,0.239816584823508,85.6865979963049
"200303-010_100m","200303-009",30,"Full recording",6,1.8,25,-16.4,0.239,0.066,1899-12-31 00:19:00,1899-12-31 08:47:00,1899-12-31 09:06:00,8417,9416,NA,NA,54.2585624632522,"200303-009.wav_6","sigpro",9.3688316778933,-6.55786153436271,0.250757444503847,95.2188552977277
"200303-010_100m","200303-009",30,"Full recording",7,2.7,16,-11.8,0.292,0.39,1899-12-31 00:12:00,1899-12-31 09:06:00,1899-12-31 09:18:00,4171,4839,NA,NA,18.7287225213068,"200303-009.wav_7","sigpro",12.5624334850728,-7.70983908208443,0.195120369173428,79.7419307692124
"200303-010_100m","200303-009",30,"Full recording",8,6.1,24.5,-33.3,0.302,0.037,1899-12-31 00:14:00,1899-12-31 09:20:00,1899-12-31 09:34:00,2097,2961,NA,NA,65.8332990508962,"200303-009.wav_8","sigpro",15.6617657459942,-11.7656540664747,0.195824243250358,74.734794494744
"200303-010_100m","200303-009",30,"Full recording",9,1.5,13.7,NA,0.309,0.013,1899-12-31 00:08:00,1899-12-31 07:35:00,1899-12-31 07:43:00,9181,10033,NA,NA,86.7526701545499,"200303-009.wav_9","sigpro",-1.98851651488375,-8.20483542247185,0.236808111235639,103.471199088658
"200303-010_100m","200303-009",30,"Full recording",10,5.4,12.2,-13.5,0.21,0.005,1899-12-31 00:06:00,1899-12-31 07:57:00,1899-12-31 08:03:00,1849,2506,NA,NA,105.862899055099,"200303-009.wav_10","sigpro",17.7664846935467,-3.85409203740266,0.173529605486723,79.479466715754
"200303-010_100m","200303-009",30,"Full recording",11,2.2,27.2,-16,0.412,0.41,1899-12-31 00:11:00,1899-12-31 08:04:00,1899-12-31 08:15:00,5632,6830,NA,NA,17.7285141098136,"200303-009.wav_11","sigpro",9.64151241409848,-8.8327799402103,0.189436227662974,94.797103351882
"200303-010_100m","200303-009",30,"Full recording",12,7.2,11.3,-15.3,0.269,0.26,1899-12-31 00:06:00,1899-12-31 08:16:00,1899-12-31 08:22:00,1474,2550,NA,NA,26.8380246834701,"200303-009.wav_12","sigpro",16.7710257650638,-13.804884025459,0.214864013088327,87.6850626461475
"200303-010_100m","200303-009",30,"Full recording",13,2.1,6.4,-16.6,0.386,0.04,1899-12-31 00:13:00,1899-12-31 01:52:00,1899-12-31 02:05:00,9598,10233,NA,NA,64.2740682215019,"200303-009.wav_13","sigpro",11.012940346855,-9.41363089153865,0.140614138288664,103.497980429635
"200303-010_100m","200303-009",30,"Full recording",14,1.7,17.7,-10.1,0.296,0.024,1899-12-31 00:22:00,1899-12-31 02:05:00,1899-12-31 02:27:00,7317,8141,NA,NA,74.4905806968218,"200303-009.wav_14","sigpro",14.4928084437429,-14.1047598443494,0.169682605195306,105.865214115925
"200303-010_100m","200303-009",30,"Full recording",15,70.4,16.3,-8.3,0.434,0.16,1899-12-31 00:39:00,1899-12-31 02:52:00,1899-12-31 03:31:00,100,810,NA,NA,36.5481809991041,"200303-009.wav_15","sigpro",2.14559860672927,-7.7633450395599,0.224569493137813,61.4048805918019
"200303-010_100m","200303-009",30,"Full recording",16,1.9,20.4,-1.9,0.325,0.02,1899-12-31 00:12:00,1899-12-31 04:40:00,1899-12-31 04:52:00,5396,6152,NA,NA,78.1370118327008,"200303-009.wav_16","sigpro",9.42851711829404,-7.88883859027289,0.235652003194667,99.856394840289
"200303-010_100m","200303-009",30,"Full recording",17,3.2,8.1,NA,0.355,0.02,1899-12-31 00:24:00,1899-12-31 04:55:00,1899-12-31 05:19:00,9435,10377,NA,NA,78.1370118327008,"200303-009.wav_17","sigpro",10.6373865185822,-9.73464505833153,0.224431571672815,105.833829454438
"200303-010_100m","200303-009",30,"Full recording",18,8.7,19.9,NA,0.232,0.042,1899-12-31 00:12:00,1899-12-31 05:20:00,1899-12-31 05:32:00,1230,2525,NA,NA,63.2982649381133,"200303-009.wav_18","sigpro",14.3633862319773,-16.9080177348478,0.161774027278078,83.8226217823953
"200303-010_100m","200303-009",30,"Full recording",19,15.3,21.3,NA,0.444,0.05,1899-12-31 00:14:00,1899-12-31 05:39:00,1899-12-31 05:53:00,836,1646,NA,NA,59.8111971952177,"200303-009.wav_19","sigpro",15.4342396052569,-16.4023769751547,0.144697858508533,72.9386301401206
"200303-010_100m","200303-009",30,"Full recording",20,2.6,17.3,-23.2,0.567,0.027,1899-12-31 00:10:00,1899-12-31 05:53:00,1899-12-31 06:03:00,5718,7372,NA,NA,72.1349199836941,"200303-009.wav_20","sigpro",10.5449206337934,-9.11460084106413,0.249442567471277,104.141522629202
"200303-010_100m","200303-009",30,"Full recording",21,2.2,20.1,-15.1,0.367,0.03,1899-12-31 00:11:00,1899-12-31 06:42:00,1899-12-31 06:53:00,4792,5287,NA,NA,70.0277096705376,"200303-009.wav_21","sigpro",14.8583169941445,-11.3835510216647,0.199057855923834,93.6030589141774
"200303-010_100m","200303-008",65,"Full recording",2,3.4,6.7,NA,0.159,0.012,1899-12-31 00:11:00,1899-12-31 11:36:00,1899-12-31 11:47:00,7875,8805,NA,NA,88.4100975838827,"200303-008.wav_2","sigpro",2.72815638806276,16.7910283691666,0.325123003739293,112.931209662502
"200303-010_100m","200303-008",65,"Full recording",3,8.8,6.9,NA,0.199,0.03,1899-12-31 00:08:00,1899-12-31 02:18:00,1899-12-31 02:26:00,3208,4069,NA,NA,70.0842829463996,"200303-008.wav_3","sigpro",-3.0282207641982,2.60736475417433,0.312641387406803,90.8914177209862
"200303-010_100m","200303-008",65,"Full recording",4,26.5,11.6,-16.8,0.229,0.117,1899-12-31 00:23:00,1899-12-31 02:18:00,1899-12-31 02:41:00,422,1223,NA,NA,42.8647518836876,"200303-008.wav_4","sigpro",-1.62664274826561,-2.36858139804419,0.274618712455195,63.729636879398
"200303-010_100m","200303-008",65,"Full recording",5,2.9,6.9,-5.5,0.318,0.008,1899-12-31 00:11:00,1899-12-31 02:41:00,1899-12-31 02:52:00,6905,7917,NA,NA,96.519399746046,"200303-008.wav_5","sigpro",-5.38120414743171,-2.31266806934585,0.331670081909487,76.3605616581845
"200303-010_100m","200303-008",65,"Full recording",6,2.5,1.5,NA,0.329,0.006,1899-12-31 00:05:00,1899-12-31 02:54:00,1899-12-31 02:59:00,8417,9416,NA,NA,102.273041195082,"200303-008.wav_6","sigpro",4.05062501778139,12.7413281811428,0.312154024085026,91.2112987536074
"200303-010_100m","200303-008",65,"Full recording",7,6.9,2.7,NA,0.259,0.03,1899-12-31 00:08:00,1899-12-31 02:59:00,1899-12-31 03:07:00,4171,4839,NA,NA,70.0842829463996,"200303-008.wav_7","sigpro",-3.38003373302672,-4.19574250745295,0.324713977977625,69.0185270962378
"200303-010_100m","200303-008",65,"Full recording",8,11.5,3.7,-8.4,0.338,0.007,1899-12-31 00:09:00,1899-12-31 03:38:00,1899-12-31 03:47:00,2097,2961,NA,NA,99.1900275985365,"200303-008.wav_8","sigpro",5.64621050466449,-2.0000929689596,0.309902756500192,95.0703253676035
"200303-010_100m","200303-008",65,"Full recording",9,1.7,5,-7.9,0.241,0.013,1899-12-31 00:09:00,1899-12-31 03:47:00,1899-12-31 03:56:00,9181,10033,NA,NA,86.809243430412,"200303-008.wav_9","sigpro",4.76755638813904,-0.888730110698367,0.318785204990919,87.1670768091159
"200303-010_100m","200303-008",65,"Full recording",10,9.3,17.5,-23,0.153,0.018,1899-12-31 00:09:00,1899-12-31 03:56:00,1899-12-31 04:05:00,1849,2506,NA,NA,80.3007954217194,"200303-008.wav_10","sigpro",6.48684921880118,-10.6351905261865,0.216629402567797,101.074698246042
"200303-010_100m","200303-008",65,"Full recording",11,2.8,16.4,NA,0.254,0.02,1899-12-31 00:06:00,1899-12-31 04:05:00,1899-12-31 04:11:00,5632,6830,NA,NA,78.1935851085629,"200303-008.wav_11","sigpro",1.95437269223726,-8.48720213079911,0.404562528028411,91.7698953159163
"200303-010_100m","200303-008",65,"Full recording",12,16.3,14,NA,0.354,0.005,1899-12-31 00:06:00,1899-12-31 04:14:00,1899-12-31 04:20:00,1474,2550,NA,NA,105.919472330961,"200303-008.wav_12","sigpro",11.3981124645307,-9.82433810425872,0.253394579034655,107.86524473355
"200303-010_100m","200303-008",65,"Full recording",13,1.2,7,NA,0.181,0.01,1899-12-31 00:05:00,1899-12-31 04:20:00,1899-12-31 04:25:00,9598,10233,NA,NA,92.0565287197618,"200303-008.wav_13","sigpro",-4.49342422939213,0.580181175396678,0.333192722679022,128.123199013167
"200303-010_100m","200303-008",65,"Full recording",14,2.2,7.1,NA,0.248,0.004,1899-12-31 00:04:00,1899-12-31 04:25:00,1899-12-31 04:29:00,7317,8141,NA,NA,110.382343357245,"200303-008.wav_14","sigpro",1.22835489812334,-2.11061439316833,0.262162728940629,142.565809552001
"200303-010_100m","200303-008",65,"Full recording",15,38.7,8.2,NA,0.37,0.168,1899-12-31 00:09:00,1899-12-31 04:29:00,1899-12-31 04:38:00,100,810,NA,NA,35.6289509915776,"200303-008.wav_15","sigpro",0.830791789246869,1.79317847741302,0.338945029898177,81.1828421048036
"200303-010_100m","200303-008",65,"Full recording",16,3.3,13,-25.1,0.21,0.01,1899-12-31 00:07:00,1899-12-31 04:39:00,1899-12-31 04:46:00,5396,6152,NA,NA,92.0565287197618,"200303-008.wav_16","sigpro",0.0792392309188996,-2.36365614282032,0.260614533008527,125.661078875398
"200303-010_100m","200303-008",65,"Full recording",17,1.5,4.4,NA,0.284,0.003,1899-12-31 00:08:00,1899-12-31 04:46:00,1899-12-31 04:54:00,9435,10377,NA,NA,116.135984806281,"200303-008.wav_17","sigpro",-0.60242025505933,-3.72146685764005,0.299987709415118,128.493220365351
"200303-010_100m","200303-008",65,"Full recording",18,16.7,9.7,NA,0.116,0.014,1899-12-31 00:09:00,1899-12-31 05:06:00,1899-12-31 05:15:00,1230,2525,NA,NA,85.3270839873376,"200303-008.wav_18","sigpro",7.47615218179757,-7.12916110453603,0.223835548539718,109.86118434723
"200303-010_100m","200303-008",65,"Full recording",19,25.5,12.8,-25.9,0.099,0.024,1899-12-31 00:05:00,1899-12-31 05:16:00,1899-12-31 05:21:00,836,1646,"not reliable (probably the wrong sound)",NA,74.5471539726838,"200303-008.wav_19","sigpro",5.94422584497542,-3.22423622677509,0.234667474106283,103.223601951312
"200303-010_100m","200303-008",65,"Full recording",20,2.6,7.8,-18.5,0.187,0.004,1899-12-31 00:09:00,1899-12-31 05:21:00,1899-12-31 05:30:00,5718,7372,NA,NA,110.382343357245,"200303-008.wav_20","sigpro",4.68108895251111,2.64928168853448,0.372372299764369,111.301337876825
"200303-010_100m","200303-008",65,"Full recording",21,3.1,10.7,-12.5,0.314,0.012,1899-12-31 00:05:00,1899-12-31 05:30:00,1899-12-31 05:35:00,4792,5287,NA,NA,88.4100975838827,"200303-008.wav_21","sigpro",3.38901473408622,-0.355322384340521,0.313004987634188,123.485417149335
"200303-010_100m","200303-010",100,"Full recording",2,2.1,8.9,-22,0.333,0.01,1899-12-31 00:13:00,1899-12-31 07:24:00,1899-12-31 07:37:00,7875,8805,NA,NA,92.0731006894588,"200303-010.wav_2","sigpro",5.31624100990864,-2.8420828020748,0.336319555984706,98.8631736383613
"200303-010_100m","200303-010",100,"Full recording",3,4.6,15.1,-10.1,0.429,0.016,1899-12-31 00:09:00,1899-12-31 07:38:00,1899-12-31 07:47:00,3208,4069,NA,NA,82.6730281045441,"200303-010.wav_3","sigpro",2.51306677198737,-4.84240769505014,0.342069370973196,77.117616255112
"200303-010_100m","200303-010",100,"Full recording",4,27.9,20.7,NA,0.309,0.403,1899-12-31 00:07:00,1899-12-31 07:47:00,1899-12-31 07:54:00,422,1223,NA,NA,18.1460713104061,"200303-010.wav_4","sigpro",0.80021665965334,1.46355968478204,0.251751331997102,65.3891620501676
"200303-010_100m","200303-010",100,"Full recording",5,3.7,9.5,NA,0.36,0.035,1899-12-31 00:11:00,1899-12-31 08:39:00,1899-12-31 08:50:00,6905,7917,NA,NA,67.0178413195514,"200303-010.wav_5","sigpro",-0.604005292206336,-3.62465040866301,0.336160751972008,93.7962105267046
"200303-010_100m","200303-010",100,"Full recording",6,2.8,15.3,NA,0.448,0.02,1899-12-31 00:07:00,1899-12-31 08:51:00,1899-12-31 08:58:00,8417,9416,NA,NA,78.2101570782599,"200303-010.wav_6","sigpro",3.18321455571165,-1.50971977721329,0.274333040305439,99.5364680713567
"200303-010_100m","200303-010",100,"Full recording",7,8.2,-2.7,NA,0.433,0.008,1899-12-31 00:25:00,1899-12-31 09:16:00,1899-12-31 09:41:00,4171,4839,NA,NA,96.535971715743,"200303-010.wav_7","sigpro",2.98383909938154,0.94621876766044,0.295107564578411,87.2988761197732
"200303-010_100m","200303-010",100,"Full recording",8,8,17.4,NA,0.183,0.009,1899-12-31 00:07:00,1899-12-31 11:14:00,1899-12-31 11:21:00,2097,2961,NA,NA,94.1803110026153,"200303-010.wav_8","sigpro",-0.877224336122534,-4.56506007023146,0.332668278025327,94.4588861680299
"200303-010_100m","200303-010",100,"Full recording",9,2.6,4,-14.3,0.377,0.02,1899-12-31 00:10:00,1899-12-31 11:46:00,1899-12-31 11:56:00,9181,10033,NA,NA,78.2101570782599,"200303-010.wav_9","sigpro",1.53905213826537,2.69148862377939,0.278526656251411,108.583059479608
"200303-010_100m","200303-010",100,"Full recording",10,9.8,16.8,-10.6,0.432,0.036,1899-12-31 00:11:00,1899-12-31 11:58:00,1899-12-31 12:09:00,1849,2506,NA,NA,66.4544237802175,"200303-010.wav_10","sigpro",4.03385103537536,-4.86411065544627,0.249217503029647,100.876009303087
"200303-010_100m","200303-010",100,"Full recording",11,1.8,24.9,-15,0.296,0.006,1899-12-31 00:06:00,1899-12-31 12:17:00,1899-12-31 12:23:00,5632,6830,NA,NA,102.289613164779,"200303-010.wav_11","sigpro",0.704868701690261,-0.837537389791281,0.299906419889659,94.8670825298378
"200303-010_100m","200303-010",100,"Full recording",12,9.1,21.2,NA,0.338,0.025,1899-12-31 00:12:00,1899-12-31 12:26:00,1899-12-31 12:38:00,1474,2550,NA,NA,73.7472860519757,"200303-010.wav_12","sigpro",2.57333937788938,-2.69008710864618,0.267682195406965,102.932090887078
"200303-010_100m","200303-010",100,"Full recording",13,1.2,8,NA,0.332,0.016,1899-12-31 00:07:00,1899-12-31 01:00:00,1899-12-31 01:07:00,9598,10233,NA,NA,82.6730281045441,"200303-010.wav_13","sigpro",0.966322716012544,0.81389716997676,0.292358042647325,111.672563766181
"200303-010_100m","200303-010",100,"Full recording",14,2.7,9.7,-14.7,0.309,0.004,1899-12-31 00:17:00,1899-12-31 01:08:00,1899-12-31 01:25:00,7317,8141,NA,NA,110.398915326942,"200303-010.wav_14","sigpro",0.871583912314903,-0.501037729609501,0.286187780233563,121.417079492473
"200303-010_100m","200303-010",100,"Full recording",15,41.1,24.3,NA,0.43,0.144,1899-12-31 00:10:00,1899-12-31 01:25:00,1899-12-31 01:35:00,100,810,NA,NA,38.7285365578197,"200303-010.wav_15","sigpro",-0.367824921481937,1.11643113845235,0.378004491717307,66.8165599348344
"200303-010_100m","200303-010",100,"Full recording",16,1.9,5,NA,0.322,0.004,1899-12-31 00:12:00,1899-12-31 01:36:00,1899-12-31 01:48:00,5396,6152,NA,NA,110.398915326942,"200303-010.wav_16","sigpro",-0.821290450271167,5.3219172895758,0.315512901467507,104.935519930818
"200303-010_100m","200303-010",100,"Full recording",17,1.3,16,-10.7,0.343,0.016,1899-12-31 00:11:00,1899-12-31 01:48:00,1899-12-31 01:59:00,9435,10377,NA,NA,82.6730281045441,"200303-010.wav_17","sigpro",0.385709917159919,2.43968012030008,0.267921763201765,115.170267629139
"200303-010_100m","200303-010",100,"Full recording",18,10.8,19.8,-6.9,0.365,0.024,1899-12-31 00:09:00,1899-12-31 02:00:00,1899-12-31 02:09:00,1230,2525,NA,NA,74.5637259423808,"200303-010.wav_18","sigpro",1.313823490877,0.0197708608260243,0.22563983883736,99.8691458399666
"200303-010_100m","200303-010",100,"Full recording",19,17.1,14.2,NA,0.341,0.025,1899-12-31 00:08:00,1899-12-31 02:09:00,1899-12-31 02:17:00,836,1646,NA,NA,73.7472860519757,"200303-010.wav_19","sigpro",1.23960693389984,0.160279449896678,0.281309901733233,98.3933985054305
